RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31
395169,56,"Tulsa, OK",msa,OK,42.0,37.0,38.0,38.0,40.0,40.0,39.0,36.0,38.0,39.0,38.0,36.0,40.0,37.0,36.0,38.0,30.0,36.0,36.0,37.0,35.0,38.0,37.0,39.0,40.0,38.0,38.0,39.0,40.0,40.0,41.0,42.0,43.0,44.0,43.0,44.0,45.0,44.0,31.0,38.0,40.0,42.0,42.0,42.0,41.0,42.0,41.0,43.0,44.0,39.0,39.0,38.0,39.0,39.0,38.0,37.0,38.0,37.0,37.0,36.0,39.0,36.0,34.0
394619,57,"Fresno, CA",msa,CA,42.0,35.0,38.0,33.0,35.0,35.0,37.0,36.0,36.0,36.0,34.0,35.0,37.0,35.0,35.0,35.0,36.0,36.0,38.0,37.0,38.0,37.0,38.0,38.0,36.0,38.0,35.0,36.0,,,40.0,41.0,41.0,43.0,43.0,42.0,44.0,39.0,38.0,39.0,38.0,39.0,37.0,37.0,30.0,28.0,35.0,38.0,39.0,34.0,33.0,33.0,32.0,32.0,31.0,31.0,31.0,32.0,32.0,31.0,31.0,29.0,30.0
395238,58,"Worcester, MA",msa,MA,51.0,47.0,48.0,48.0,49.0,51.0,51.0,50.0,49.0,48.0,46.0,47.0,47.0,49.0,46.0,46.0,49.0,50.0,48.0,50.0,48.0,47.0,46.0,47.0,51.0,46.0,45.0,47.0,51.0,50.0,48.0,51.0,51.0,52.0,50.0,52.0,53.0,50.0,49.0,48.0,49.0,51.0,49.0,50.0,48.0,48.0,47.0,49.0,53.0,50.0,44.0,45.0,46.0,,,48.0,47.0,45.0,45.0,44.0,47.0,43.0,44.0
394938,59,"Omaha, NE",msa,NE,42.0,36.0,37.0,38.0,42.0,46.0,40.0,41.0,40.0,41.0,43.0,44.0,39.0,44.0,38.0,37.0,37.0,41.0,39.0,40.0,40.0,39.0,34.0,41.0,37.0,36.0,36.0,42.0,45.0,43.0,41.0,42.0,23.0,,41.0,43.0,30.0,34.0,38.0,39.0,39.0,40.0,39.0,37.0,38.0,38.0,37.0,38.0,37.0,33.0,32.0,34.0,37.0,38.0,37.0,36.0,36.0,35.0,34.0,34.0,36.0,33.0,32.0
394415,60,"Bridgeport, CT",msa,CT,19.0,33.0,46.0,48.0,53.0,55.0,56.0,54.0,53.0,51.0,51.0,50.0,54.0,52.0,48.0,50.0,53.0,55.0,53.0,52.0,50.0,50.0,51.0,52.0,54.0,51.0,50.0,54.0,57.0,53.0,50.0,54.0,54.0,54.0,54.0,57.0,49.0,50.0,53.0,55.0,56.0,58.0,59.0,56.0,54.0,52.0,51.0,52.0,56.0,55.0,49.0,50.0,50.0,53.0,52.0,51.0,51.0,48.0,48.0,49.0,53.0,48.0,45.0
394653,61,"Greenville, SC",msa,SC,45.0,41.0,38.0,40.0,40.0,44.0,43.0,39.0,40.0,41.0,40.0,42.0,42.0,39.0,38.0,40.0,41.0,42.0,44.0,42.0,43.0,42.0,43.0,42.0,45.0,40.0,42.0,44.0,44.0,44.0,44.0,45.0,45.0,45.0,45.0,46.0,35.0,35.0,42.0,42.0,42.0,43.0,42.0,43.0,43.0,41.0,42.0,41.0,44.0,40.0,37.0,38.0,39.0,40.0,39.0,37.0,38.0,37.0,37.0,37.0,39.0,34.0,36.0
394312,62,"Albuquerque, NM",msa,NM,40.0,37.0,37.0,37.0,39.0,40.0,40.0,38.0,39.0,37.0,38.0,35.0,40.0,38.0,38.0,38.0,39.0,40.0,39.0,39.0,40.0,40.0,40.0,39.0,41.0,38.0,39.0,42.0,41.0,41.0,42.0,43.0,44.0,43.0,44.0,44.0,45.0,40.0,40.0,40.0,40.0,41.0,40.0,39.0,40.0,40.0,40.0,40.0,43.0,38.0,36.0,36.0,37.0,37.0,35.0,35.0,36.0,35.0,36.0,36.0,37.0,34.0,35.0
394357,63,"Bakersfield, CA",msa,CA,46.0,39.0,36.0,38.0,42.0,42.0,41.0,38.0,38.0,39.0,42.0,38.0,39.0,38.0,37.0,40.0,41.0,42.0,37.0,39.0,41.0,43.0,41.0,44.0,44.0,38.0,37.0,44.0,41.0,44.0,42.0,40.0,38.0,44.0,45.0,49.0,30.0,34.0,40.0,42.0,43.0,42.0,42.0,41.0,40.0,41.0,40.0,40.0,42.0,38.0,38.0,37.0,36.0,35.0,36.0,33.0,34.0,35.0,33.0,35.0,34.0,33.0,33.0
394308,64,"Albany, NY",msa,NY,62.0,58.0,52.0,51.0,53.0,55.0,59.0,54.0,58.0,58.0,57.0,55.0,57.0,56.0,53.0,52.0,54.0,58.0,59.0,58.0,61.0,62.0,60.0,60.0,61.0,60.0,55.0,57.0,67.0,61.0,60.0,64.0,65.0,69.0,71.0,70.0,71.0,68.0,64.0,64.0,65.0,66.0,68.0,72.0,73.0,71.0,72.0,71.0,72.0,70.0,65.0,65.0,62.0,64.0,63.0,66.0,67.0,65.0,65.0,62.0,67.0,68.0,59.0
394753,65,"Knoxville, TN",msa,TN,42.0,39.0,38.0,37.0,39.0,42.0,41.0,40.0,41.0,40.0,41.0,40.0,40.0,40.0,38.0,39.0,40.0,40.0,39.0,40.0,40.0,41.0,40.0,41.0,42.0,40.0,40.0,40.0,42.0,41.0,42.0,42.0,44.0,43.0,42.0,42.0,45.0,41.0,40.0,40.0,41.0,42.0,42.0,40.0,41.0,40.0,41.0,42.0,45.0,39.0,37.0,38.0,37.0,38.0,38.0,38.0,38.0,36.0,39.0,38.0,36.0,34.0,34.0
